"","Sample_set","Site","Date","Zone_name","Zone","Meter","Vegetation_species","pcent_basal_cover","Elevation_NAVD88","Elevation_MSL","Simplified_zone_name"
"5854",1,"Harbor Palms","10/14/2016","Mangrove","A",19,"Distichlis spicata",2,-0.123072798134143,0.213927201865857,"Mangrove"
"5855",1,"Harbor Palms","10/14/2016","Mangrove","A",19.5,"Spartina alterniflora",7,-0.107399540520517,0.229600459479484,"Mangrove"
"5856",1,"Harbor Palms","10/14/2016","Mangrove","A",19.5,"Laguncularia racemosa",5,-0.107399540520517,0.229600459479484,"Mangrove"
"5857",1,"Harbor Palms","10/14/2016","Mangrove","A",20,"Spartina alterniflora",8,-0.0917262829068899,0.24527371709311,"Mangrove"
"5858",1,"Harbor Palms","10/14/2016","Mangrove","A",20,"Laguncularia racemosa",1,-0.0917262829068899,0.24527371709311,"Mangrove"
"5859",1,"Harbor Palms","10/14/2016","Mangrove","A",20.5,"Spartina alterniflora",7,-0.0760530252932632,0.260946974706737,"Mangrove"
"5860",1,"Harbor Palms","10/14/2016","Mangrove","A",21,"none/detritus",NA,-0.0603797676796366,0.276620232320363,"Mangrove"
"5861",1,"Harbor Palms","10/14/2016","Mangrove","A",21.5,"none/detritus",NA,-0.0447065100660099,0.29229348993399,"Mangrove"
"5862",1,"Harbor Palms","10/14/2016","Mangrove","A",22,"Laguncularia racemosa",6,-0.0290332524523833,0.307966747547617,"Mangrove"
"5863",1,"Harbor Palms","10/14/2016","Mangrove","A",22,"Distichlis spicata",1,-0.0290332524523833,0.307966747547617,"Mangrove"
"5864",1,"Harbor Palms","10/14/2016","Mangrove","A",22,"Spartina alterniflora",1,-0.0290332524523833,0.307966747547617,"Mangrove"
"5865",1,"Harbor Palms","10/14/2016","Mangrove","A",22,"Macroalgae",15,-0.0290332524523833,0.307966747547617,"Mangrove"
"5866",1,"Harbor Palms","10/14/2016","Mangrove","A",22.5,"Laguncularia racemosa",10,-0.0133599948387567,0.323640005161243,"Mangrove"
"5867",1,"Harbor Palms","10/14/2016","Mangrove","A",22.5,"Spartina alterniflora",2,-0.0133599948387567,0.323640005161243,"Mangrove"
"5868",1,"Harbor Palms","10/14/2016","Mangrove","A",22.5,"Distichlis spicata",2,-0.0133599948387567,0.323640005161243,"Mangrove"
"5869",1,"Harbor Palms","10/14/2016","Mangrove","A",22.5,"Pneumatophore",2,-0.0133599948387567,0.323640005161243,"Mangrove"
"5870",1,"Harbor Palms","10/14/2016","Mangrove","A",22.5,"Macroalgae",30,-0.0133599948387567,0.323640005161243,"Mangrove"
"5871",1,"Harbor Palms","10/14/2016","Mangrove","A",23,"Laguncularia racemosa",6,0.00231326277486998,0.33931326277487,"Mangrove"
"5872",1,"Harbor Palms","10/14/2016","Mangrove","A",23,"Pneumatophore",2,0.00231326277486998,0.33931326277487,"Mangrove"
"5873",1,"Harbor Palms","10/14/2016","Mangrove","A",23,"Macroalgae",15,0.00231326277486998,0.33931326277487,"Mangrove"
"5874",1,"Harbor Palms","10/14/2016","Mangrove","A",23,"Distichlis spicata",1,0.00231326277486998,0.33931326277487,"Mangrove"
"5875",1,"Harbor Palms","10/14/2016","Mangrove","A",23.5,"Laguncularia racemosa",15,0.0179865203884966,0.354986520388497,"Mangrove"
"5876",1,"Harbor Palms","10/14/2016","Mangrove","A",23.5,"Macroalgae",25,0.0179865203884966,0.354986520388497,"Mangrove"
"5877",1,"Harbor Palms","10/14/2016","Mangrove","A",23.5,"Distichlis spicata",2,0.0179865203884966,0.354986520388497,"Mangrove"
"5878",1,"Harbor Palms","10/14/2016","Mangrove","A",23.5,"Pneumatophore",3,0.0179865203884966,0.354986520388497,"Mangrove"
"5879",1,"Harbor Palms","10/14/2016","Mangrove","A",24,"Laguncularia racemosa",7,0.0336597780021233,0.370659778002123,"Mangrove"
"5880",1,"Harbor Palms","10/14/2016","Mangrove","A",24,"Spartina alterniflora",3,0.0336597780021233,0.370659778002123,"Mangrove"
"5881",1,"Harbor Palms","10/14/2016","Mangrove","A",24,"Distichlis spicata",5,0.0336597780021233,0.370659778002123,"Mangrove"
"5882",1,"Harbor Palms","10/14/2016","Mangrove","A",24,"Macroalgae",30,0.0336597780021233,0.370659778002123,"Mangrove"
"5883",1,"Harbor Palms","10/14/2016","Mangrove","A",24,"Pneumatophore",3,0.0336597780021233,0.370659778002123,"Mangrove"
"5884",1,"Harbor Palms","10/14/2016","Mangrove","A",24.5,"Laguncularia racemosa",3,0.0493330356157499,0.38633303561575,"Mangrove"
"5885",1,"Harbor Palms","10/14/2016","Mangrove","A",24.5,"Spartina alterniflora",4,0.0493330356157499,0.38633303561575,"Mangrove"
"5886",1,"Harbor Palms","10/14/2016","Mangrove","A",24.5,"Distichlis spicata",15,0.0493330356157499,0.38633303561575,"Mangrove"
"5887",1,"Harbor Palms","10/14/2016","Mangrove","A",24.5,"Macroalgae",15,0.0493330356157499,0.38633303561575,"Mangrove"
"5888",1,"Harbor Palms","10/14/2016","Mangrove","A",24.5,"Pneumatophore",2,0.0493330356157499,0.38633303561575,"Mangrove"
"5889",1,"Harbor Palms","10/14/2016","Mangrove","A",25,"Laguncularia racemosa",1,0.0650062932293765,0.402006293229377,"Mangrove"
"5890",1,"Harbor Palms","10/14/2016","Mangrove","A",25,"Spartina alterniflora",7,0.0650062932293765,0.402006293229377,"Mangrove"
"5891",1,"Harbor Palms","10/14/2016","Mangrove","A",25,"Distichlis spicata",15,0.0650062932293765,0.402006293229377,"Mangrove"
"5892",1,"Harbor Palms","10/14/2016","Mangrove","A",25,"Macroalgae",15,0.0650062932293765,0.402006293229377,"Mangrove"
"5893",1,"Harbor Palms","10/14/2016","Mangrove","A",25,"Pneumatophore",2,0.0650062932293765,0.402006293229377,"Mangrove"
"5894",1,"Harbor Palms","10/14/2016","Mangrove","A",25.5,"Laguncularia racemosa",4,0.0806795508430032,0.417679550843003,"Mangrove"
"5895",1,"Harbor Palms","10/14/2016","Mangrove","A",25.5,"Spartina alterniflora",9,0.0806795508430032,0.417679550843003,"Mangrove"
"5896",1,"Harbor Palms","10/14/2016","Mangrove","A",25.5,"Distichlis spicata",18,0.0806795508430032,0.417679550843003,"Mangrove"
"5897",1,"Harbor Palms","10/14/2016","Mangrove","A",25.5,"Pneumatophore",2,0.0806795508430032,0.417679550843003,"Mangrove"
"5898",1,"Harbor Palms","10/14/2016","Mangrove","A",25.5,"Macroalgae",10,0.0806795508430032,0.417679550843003,"Mangrove"
"5899",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",26,"Spartina alterniflora",2,0.0963528084566298,0.43335280845663,"Salt marsh"
"5900",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",26.5,"Spartina alterniflora",6,0.112026066070256,0.449026066070257,"Salt marsh"
"5901",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",26.5,"Distichlis spicata",1,0.112026066070256,0.449026066070257,"Salt marsh"
"5902",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27,"Laguncularia racemosa",4,0.127699323683883,0.464699323683883,"Salt marsh"
"5903",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27,"Spartina alterniflora",10,0.127699323683883,0.464699323683883,"Salt marsh"
"5904",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27,"Distichlis spicata",15,0.127699323683883,0.464699323683883,"Salt marsh"
"5905",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27,"Pneumatophore",2,0.127699323683883,0.464699323683883,"Salt marsh"
"5906",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27,"Macroalgae",20,0.127699323683883,0.464699323683883,"Salt marsh"
"5907",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27.5,"Laguncularia racemosa",2,0.132133129949152,0.469133129949152,"Salt marsh"
"5908",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27.5,"Spartina alterniflora",7,0.132133129949152,0.469133129949152,"Salt marsh"
"5909",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27.5,"Distichlis spicata",30,0.132133129949152,0.469133129949152,"Salt marsh"
"5910",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",27.5,"Macroalgae",15,0.132133129949152,0.469133129949152,"Salt marsh"
"5911",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28,"Laguncularia racemosa",2,0.13554979893947,0.47254979893947,"Salt marsh"
"5912",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28,"Spartina alterniflora",8,0.13554979893947,0.47254979893947,"Salt marsh"
"5913",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28,"Distichlis spicata",25,0.13554979893947,0.47254979893947,"Salt marsh"
"5914",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28,"Macroalgae",20,0.13554979893947,0.47254979893947,"Salt marsh"
"5915",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28.5,"Laguncularia racemosa",6,0.138966467929788,0.475966467929788,"Salt marsh"
"5916",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28.5,"Spartina alterniflora",5,0.138966467929788,0.475966467929788,"Salt marsh"
"5917",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28.5,"Distichlis spicata",20,0.138966467929788,0.475966467929788,"Salt marsh"
"5918",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",28.5,"Macroalgae",40,0.138966467929788,0.475966467929788,"Salt marsh"
"5919",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29,"Laguncularia racemosa",1,0.142383136920106,0.479383136920106,"Salt marsh"
"5920",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29,"Spartina alterniflora",6,0.142383136920106,0.479383136920106,"Salt marsh"
"5921",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29,"Distichlis spicata",10,0.142383136920106,0.479383136920106,"Salt marsh"
"5922",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29,"Macroalgae",2,0.142383136920106,0.479383136920106,"Salt marsh"
"5923",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29.5,"Spartina alterniflora",10,0.145799805910424,0.482799805910424,"Salt marsh"
"5924",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29.5,"Distichlis spicata",4,0.145799805910424,0.482799805910424,"Salt marsh"
"5925",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",29.5,"Laguncularia racemosa",1,0.145799805910424,0.482799805910424,"Salt marsh"
"5926",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30,"Laguncularia racemosa",2,0.144417022179663,0.481417022179663,"Salt marsh"
"5927",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30,"Spartina alterniflora",9,0.144417022179663,0.481417022179663,"Salt marsh"
"5928",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30,"Distichlis spicata",7,0.144417022179663,0.481417022179663,"Salt marsh"
"5929",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30.5,"Laguncularia racemosa",2,0.140435393414784,0.477435393414784,"Salt marsh"
"5930",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30.5,"Spartina alterniflora",10,0.140435393414784,0.477435393414784,"Salt marsh"
"5931",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30.5,"Distichlis spicata",12,0.140435393414784,0.477435393414784,"Salt marsh"
"5932",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",30.5,"Macroalgae",15,0.140435393414784,0.477435393414784,"Salt marsh"
"5933",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31,"Distichlis spicata",3,0.136453764649905,0.473453764649905,"Salt marsh"
"5934",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31,"Laguncularia racemosa",1,0.136453764649905,0.473453764649905,"Salt marsh"
"5935",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31,"Spartina alterniflora",7,0.136453764649905,0.473453764649905,"Salt marsh"
"5936",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31,"Macroalgae",5,0.136453764649905,0.473453764649905,"Salt marsh"
"5937",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31.5,"Laguncularia racemosa",2,0.0952144858937543,0.432214485893754,"Salt marsh"
"5938",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31.5,"Spartina alterniflora",6,0.0952144858937543,0.432214485893754,"Salt marsh"
"5939",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31.5,"Distichlis spicata",12,0.0952144858937543,0.432214485893754,"Salt marsh"
"5940",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",31.5,"Macroalgae",5,0.0952144858937543,0.432214485893754,"Salt marsh"
"5941",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32,"Laguncularia racemosa",2,0.0325484800540451,0.369548480054045,"Salt marsh"
"5942",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32,"Spartina alterniflora",9,0.0325484800540451,0.369548480054045,"Salt marsh"
"5943",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32,"Distichlis spicata",12,0.0325484800540451,0.369548480054045,"Salt marsh"
"5944",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32,"Macroalgae",1,0.0325484800540451,0.369548480054045,"Salt marsh"
"5945",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32.5,"Laguncularia racemosa",1,-0.0301175257856642,0.306882474214336,"Salt marsh"
"5946",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32.5,"Spartina alterniflora",8,-0.0301175257856642,0.306882474214336,"Salt marsh"
"5947",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32.5,"Distichlis spicata",15,-0.0301175257856642,0.306882474214336,"Salt marsh"
"5948",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",32.5,"Macroalgae",5,-0.0301175257856642,0.306882474214336,"Salt marsh"
"5949",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33,"Laguncularia racemosa",1,-0.0927835316253734,0.244216468374627,"Salt marsh"
"5950",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33,"Spartina alterniflora",10,-0.0927835316253734,0.244216468374627,"Salt marsh"
"5951",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33,"Distichlis spicata",7,-0.0927835316253734,0.244216468374627,"Salt marsh"
"5952",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33,"Macroalgae",5,-0.0927835316253734,0.244216468374627,"Salt marsh"
"5953",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33.5,"Spartina alterniflora",5,-0.0691871604105873,0.267812839589413,"Salt marsh"
"5954",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33.5,"Distichlis spicata",2,-0.0691871604105873,0.267812839589413,"Salt marsh"
"5955",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",33.5,"Macroalgae",1,-0.0691871604105873,0.267812839589413,"Salt marsh"
"5956",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",34,"Spartina alterniflora",6,-0.0247021615857715,0.312297838414229,"Salt marsh"
"5957",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",34,"Distichlis spicata",1,-0.0247021615857715,0.312297838414229,"Salt marsh"
"5958",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",34.5,"Spartina alterniflora",5,0.0197828372390444,0.356782837239044,"Salt marsh"
"5959",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",34.5,"Macroalgae",2,0.0197828372390444,0.356782837239044,"Salt marsh"
"5960",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35,"Laguncularia racemosa",2,0.0642678360638602,0.40126783606386,"Salt marsh"
"5961",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35,"Spartina alterniflora",9,0.0642678360638602,0.40126783606386,"Salt marsh"
"5962",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35,"Macroalgae",1,0.0642678360638602,0.40126783606386,"Salt marsh"
"5963",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35.5,"Spartina alterniflora",10,0.108752834888676,0.445752834888676,"Salt marsh"
"5964",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35.5,"Distichlis spicata",4,0.108752834888676,0.445752834888676,"Salt marsh"
"5965",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",35.5,"Macroalgae",2,0.108752834888676,0.445752834888676,"Salt marsh"
"5966",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36,"Laguncularia racemosa",2,0.153237833713492,0.490237833713492,"Salt marsh"
"5967",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36,"Spartina alterniflora",12,0.153237833713492,0.490237833713492,"Salt marsh"
"5968",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36,"Distichlis spicata",4,0.153237833713492,0.490237833713492,"Salt marsh"
"5969",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36.5,"Laguncularia racemosa",3,0.197722832538308,0.534722832538308,"Salt marsh"
"5970",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36.5,"Spartina alterniflora",9,0.197722832538308,0.534722832538308,"Salt marsh"
"5971",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36.5,"Distichlis spicata",5,0.197722832538308,0.534722832538308,"Salt marsh"
"5972",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",36.5,"Macroalgae",3,0.197722832538308,0.534722832538308,"Salt marsh"
"5973",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37,"Laguncularia racemosa",2,0.224911583103219,0.561911583103219,"Salt marsh"
"5974",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37,"Spartina alterniflora",7,0.224911583103219,0.561911583103219,"Salt marsh"
"5975",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37,"Distichlis spicata",15,0.224911583103219,0.561911583103219,"Salt marsh"
"5976",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37,"Macroalgae",3,0.224911583103219,0.561911583103219,"Salt marsh"
"5977",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37.5,"Laguncularia racemosa",2,0.23475008399068,0.57175008399068,"Salt marsh"
"5978",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37.5,"Distichlis spicata",35,0.23475008399068,0.57175008399068,"Salt marsh"
"5979",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37.5,"Spartina alterniflora",5,0.23475008399068,0.57175008399068,"Salt marsh"
"5980",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",37.5,"Macroalgae",2,0.23475008399068,0.57175008399068,"Salt marsh"
"5981",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38,"Laguncularia racemosa",2,0.244588584878141,0.581588584878141,"Salt marsh"
"5982",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38,"Spartina alterniflora",1,0.244588584878141,0.581588584878141,"Salt marsh"
"5983",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38,"Distichlis spicata",20,0.244588584878141,0.581588584878141,"Salt marsh"
"5984",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38,"Macroalgae",NA,0.244588584878141,0.581588584878141,"Salt marsh"
"5985",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38.5,"Laguncularia racemosa",3,0.254427085765601,0.591427085765601,"Salt marsh"
"5986",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38.5,"Spartina alterniflora",4,0.254427085765601,0.591427085765601,"Salt marsh"
"5987",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38.5,"Distichlis spicata",20,0.254427085765601,0.591427085765601,"Salt marsh"
"5988",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",38.5,"Macroalgae",3,0.254427085765601,0.591427085765601,"Salt marsh"
"5989",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39,"Laguncularia racemosa",5,0.264265586653062,0.601265586653062,"Salt marsh"
"5990",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39,"Spartina alterniflora",3,0.264265586653062,0.601265586653062,"Salt marsh"
"5991",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39,"Distichlis spicata",40,0.264265586653062,0.601265586653062,"Salt marsh"
"5992",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39,"Macroalgae",5,0.264265586653062,0.601265586653062,"Salt marsh"
"5993",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39.5,"Laguncularia racemosa",2,0.268011130159899,0.605011130159899,"Salt marsh"
"5994",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39.5,"Spartina alterniflora",3,0.268011130159899,0.605011130159899,"Salt marsh"
"5995",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39.5,"Distichlis spicata",15,0.268011130159899,0.605011130159899,"Salt marsh"
"5996",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",39.5,"Macroalgae",2,0.268011130159899,0.605011130159899,"Salt marsh"
"5997",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40,"Laguncularia racemosa",5,0.266105011441876,0.603105011441876,"Salt marsh"
"5998",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40,"Spartina alterniflora",5,0.266105011441876,0.603105011441876,"Salt marsh"
"5999",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40,"Distichlis spicata",15,0.266105011441876,0.603105011441876,"Salt marsh"
"6000",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40,"Macroalgae",4,0.266105011441876,0.603105011441876,"Salt marsh"
"6001",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40.5,"Laguncularia racemosa",1,0.264198892723853,0.601198892723853,"Salt marsh"
"6002",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40.5,"Spartina alterniflora",1,0.264198892723853,0.601198892723853,"Salt marsh"
"6003",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40.5,"Distichlis spicata",10,0.264198892723853,0.601198892723853,"Salt marsh"
"6004",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",40.5,"Macroalgae",1,0.264198892723853,0.601198892723853,"Salt marsh"
"6005",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41,"Laguncularia racemosa",2,0.262292774005831,0.599292774005831,"Salt marsh"
"6006",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41,"Distichlis spicata",15,0.262292774005831,0.599292774005831,"Salt marsh"
"6007",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41,"Spartina alterniflora",2,0.262292774005831,0.599292774005831,"Salt marsh"
"6008",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41.5,"Laguncularia racemosa",6,0.260386655287808,0.597386655287808,"Salt marsh"
"6009",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41.5,"Spartina alterniflora",5,0.260386655287808,0.597386655287808,"Salt marsh"
"6010",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41.5,"Distichlis spicata",15,0.260386655287808,0.597386655287808,"Salt marsh"
"6011",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",41.5,"Macroalgae",2,0.260386655287808,0.597386655287808,"Salt marsh"
"6012",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42,"Laguncularia racemosa",5,0.258480536569785,0.595480536569785,"Salt marsh"
"6013",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42,"Spartina alterniflora",3,0.258480536569785,0.595480536569785,"Salt marsh"
"6014",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42,"Distichlis spicata",10,0.258480536569785,0.595480536569785,"Salt marsh"
"6015",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42,"Macroalgae",3,0.258480536569785,0.595480536569785,"Salt marsh"
"6016",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42.5,"Laguncularia racemosa",5,0.259872374765257,0.596872374765257,"Salt marsh"
"6017",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42.5,"Spartina alterniflora",1,0.259872374765257,0.596872374765257,"Salt marsh"
"6018",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42.5,"Distichlis spicata",7,0.259872374765257,0.596872374765257,"Salt marsh"
"6019",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",42.5,"Macroalgae",1,0.259872374765257,0.596872374765257,"Salt marsh"
"6020",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43,"Laguncularia racemosa",6,0.262375891375382,0.599375891375382,"Salt marsh"
"6021",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43,"Spartina alterniflora",3,0.262375891375382,0.599375891375382,"Salt marsh"
"6022",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43,"Distichlis spicata",4,0.262375891375382,0.599375891375382,"Salt marsh"
"6023",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43,"Macroalgae",2,0.262375891375382,0.599375891375382,"Salt marsh"
"6024",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43.5,"Laguncularia racemosa",4,0.264879407985507,0.601879407985507,"Salt marsh"
"6025",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43.5,"Spartina alterniflora",5,0.264879407985507,0.601879407985507,"Salt marsh"
"6026",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43.5,"Distichlis spicata",5,0.264879407985507,0.601879407985507,"Salt marsh"
"6027",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",43.5,"Macroalgae",3,0.264879407985507,0.601879407985507,"Salt marsh"
"6028",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44,"Laguncularia racemosa",5,0.267382924595632,0.604382924595632,"Salt marsh"
"6029",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44,"Spartina alterniflora",3,0.267382924595632,0.604382924595632,"Salt marsh"
"6030",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44,"Distichlis spicata",8,0.267382924595632,0.604382924595632,"Salt marsh"
"6031",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44,"Macroalgae",9,0.267382924595632,0.604382924595632,"Salt marsh"
"6032",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44.5,"Laguncularia racemosa",1,0.26863144093564,0.60563144093564,"Salt marsh"
"6033",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44.5,"Distichlis spicata",5,0.26863144093564,0.60563144093564,"Salt marsh"
"6034",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",44.5,"Macroalgae",9,0.26863144093564,0.60563144093564,"Salt marsh"
"6035",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45,"Distichlis spicata",4,0.267590544220274,0.604590544220274,"Salt marsh"
"6036",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45,"Macroalgae",2,0.267590544220274,0.604590544220274,"Salt marsh"
"6037",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45.5,"Laguncularia racemosa",1,0.266549647504907,0.603549647504907,"Salt marsh"
"6038",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45.5,"Spartina alterniflora",2,0.266549647504907,0.603549647504907,"Salt marsh"
"6039",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45.5,"Distichlis spicata",3,0.266549647504907,0.603549647504907,"Salt marsh"
"6040",1,"Harbor Palms","10/14/2016","Spartina alterniflora","B",45.5,"Macroalgae",2,0.266549647504907,0.603549647504907,"Salt marsh"
"6041",1,"Harbor Palms","10/14/2016","Juncus roemerianus","C",46,"Laguncularia racemosa",1,0.265508750789541,0.602508750789541,"Salt marsh"
"6042",1,"Harbor Palms","10/14/2016","Juncus roemerianus","C",46,"Juncus roemerianus",3,0.265508750789541,0.602508750789541,"Salt marsh"
